stock_id,date,recommendation,final_score,pv_score,mt_score,dd_score,current_price,suggested_entry,reasons
2317,2023-01-10,WAIT,0.1,0.0,0.5,0.0,99.4,99.4,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-31,WAIT,0.14,0.0,0.7,0.0,533.0,522.7,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-03-31,WAIT,0.14,0.0,0.7,0.0,787.0,773.2,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-03-31,WAIT,0.2,0.0,1.0,0.0,41.8,41.8,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-04-06,WAIT,0.14,0.0,0.7,0.0,530.0,523.15,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-06,WAIT,0.26,0.4,0.5,0.0,120.5,120.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-06,AVOID,-0.1,0.0,-0.5,0.0,753.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-06,WAIT,0.2,0.0,1.0,0.0,42.0,41.8,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-04-07,WAIT,0.2,0.0,1.0,0.0,531.0,523.5,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-07,WAIT,0.26,0.4,0.5,0.0,121.0,121.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-07,AVOID,-0.1,0.0,-0.5,0.0,749.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-07,WAIT,0.2,0.0,1.0,0.0,42.25,41.73,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-04-10,WAIT,0.14,0.0,0.7,0.0,529.0,523.9,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-10,WATCH,0.36,0.4,1.0,0.0,122.5,122.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-10,AVOID,-0.2,0.0,-1.0,0.0,742.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-10,WAIT,0.2,0.0,1.0,0.0,42.55,41.67,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-11,AVOID,-0.1,0.0,-0.5,0.0,103.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-11,WATCH,0.36,0.4,1.0,0.0,123.0,123.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-11,AVOID,-0.2,0.0,-1.0,0.0,756.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-11,WAIT,0.2,0.0,1.0,0.0,42.65,41.61,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-12,AVOID,-0.1,0.0,-0.5,0.0,102.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-12,AVOID,-0.1,0.0,-0.5,0.0,520.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-04-12,AVOID,-0.2,0.0,-1.0,0.0,758.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-12,WAIT,0.16,0.4,0.0,0.0,42.95,42.95,breakout without volume confirmation; margin trend neutral; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-04-13,AVOID,-0.2,0.0,-1.0,0.0,510.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-13,WATCH,0.36,0.4,1.0,0.0,124.0,124.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-13,AVOID,-0.1,0.0,-0.5,0.0,750.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-14,WAIT,0.1,0.0,0.5,0.0,104.5,103.4,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-14,AVOID,-0.1,0.0,-0.5,0.0,516.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-14,WATCH,0.36,0.4,1.0,0.0,124.5,124.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-14,AVOID,-0.1,0.0,-0.5,0.0,748.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-14,WAIT,0.16,0.4,0.0,0.0,43.15,43.15,breakout without volume confirmation; margin trend neutral; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-17,WAIT,0.1,0.0,0.5,0.0,104.0,103.47,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-17,AVOID,-0.1,0.0,-0.5,0.0,520.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-17,WATCH,0.36,0.4,1.0,0.0,125.5,125.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-17,AVOID,-0.1,0.0,-0.5,0.0,709.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-17,WAIT,0.26,0.4,0.5,0.0,43.2,43.2,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-18,WAIT,0.2,0.0,1.0,0.0,104.5,103.6,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-18,WATCH,0.36,0.4,1.0,0.0,126.0,126.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-18,AVOID,-0.2,0.0,-1.0,0.0,688.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-18,WAIT,0.1,0.0,0.5,0.0,43.1,41.94,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-19,WAIT,0.2,0.0,1.0,0.0,104.0,103.62,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-19,WAIT,0.2,0.0,1.0,0.0,124.5,121.5,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-19,AVOID,-0.2,0.0,-1.0,0.0,675.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-20,WAIT,0.2,0.0,1.0,0.0,104.5,103.72,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-20,WAIT,0.1,0.0,0.5,0.0,513.0,513.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-20,WAIT,0.2,0.0,1.0,0.0,125.0,121.8,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-20,AVOID,-0.2,0.0,-1.0,0.0,673.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-04-20,WAIT,0.2,0.0,1.0,0.0,42.95,42.16,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-21,WAIT,0.14,0.0,0.7,0.0,104.0,103.75,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-21,WAIT,0.2,0.0,1.0,0.0,126.0,122.17,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-21,AVOID,-0.2,0.0,-1.0,0.0,665.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-24,WAIT,0.14,0.0,0.7,0.0,103.5,102.98,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-24,WAIT,0.1,0.0,0.5,0.0,126.0,122.5,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-24,AVOID,-0.2,0.0,-1.0,0.0,676.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-25,WAIT,0.14,0.0,0.7,0.0,103.0,103.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-25,WAIT,0.1,0.0,0.5,0.0,126.0,122.8,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-25,AVOID,-0.2,0.0,-1.0,0.0,650.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-26,WAIT,0.14,0.0,0.7,0.0,103.5,103.09,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-04-26,WAIT,0.16,0.4,0.0,0.0,127.0,127.0,breakout without volume confirmation; margin trend neutral; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-26,AVOID,-0.2,0.0,-1.0,0.0,649.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-27,WAIT,0.14,0.0,0.7,0.0,103.5,103.14,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-27,AVOID,-0.1,0.0,-0.5,0.0,493.5,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-04-27,AVOID,-0.14,0.0,-0.7,0.0,126.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-04-27,AVOID,-0.1,0.0,-0.5,0.0,662.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-04-28,WAIT,0.1,0.0,0.5,0.0,104.5,103.7,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-04-28,AVOID,-0.1,0.0,-0.5,0.0,502.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-02,WATCH,0.42,0.8,0.5,0.0,106.0,106.0,breakout confirmed with volume; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-02,AVOID,-0.1,0.0,-0.5,0.0,501.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-02,AVOID,-0.2,0.0,-1.0,0.0,125.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-02,AVOID,-0.1,0.0,-0.5,0.0,671.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-02,AVOID,-0.1,0.0,-0.5,0.0,42.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-03,WAIT,0.1,0.0,0.5,0.0,105.5,103.88,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-03,AVOID,-0.1,0.0,-0.5,0.0,496.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-03,AVOID,-0.2,0.0,-1.0,0.0,125.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-03,WAIT,0.2,0.0,1.0,0.0,680.0,680.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-03,AVOID,-0.1,0.0,-0.5,0.0,42.4,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-04,WAIT,0.1,0.0,0.5,0.0,105.0,103.92,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-05-04,WAIT,0.14,0.0,0.7,0.0,126.5,124.78,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-04,WAIT,0.2,0.0,1.0,0.0,668.0,668.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-05,WAIT,0.1,0.0,0.5,0.0,105.0,104.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-05,WAIT,0.1,0.0,0.5,0.0,500.0,500.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-05,WAIT,0.1,0.0,0.5,0.0,126.5,125.08,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-05,WAIT,0.2,0.0,1.0,0.0,675.0,675.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-08,WAIT,0.1,0.0,0.5,0.0,105.0,104.1,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-08,WAIT,0.1,0.0,0.5,0.0,504.0,504.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-08,WAIT,0.14,0.0,0.7,0.0,126.5,125.35,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-08,WAIT,0.2,0.0,1.0,0.0,675.0,675.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-09,WAIT,0.26,0.4,0.5,0.0,106.5,106.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-09,WAIT,0.2,0.0,1.0,0.0,510.0,507.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-09,WAIT,0.2,0.0,1.0,0.0,126.5,125.55,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-09,WAIT,0.2,0.0,1.0,0.0,677.0,677.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-09,WAIT,0.26,0.4,0.5,0.0,43.5,43.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-10,WAIT,0.1,0.0,0.5,0.0,106.5,104.42,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-10,WAIT,0.1,0.0,0.5,0.0,503.0,503.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-10,WAIT,0.2,0.0,1.0,0.0,126.0,125.7,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-10,AVOID,-0.1,0.0,-0.5,0.0,668.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-10,WAIT,0.1,0.0,0.5,0.0,43.05,42.77,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-11,WAIT,0.1,0.0,0.5,0.0,499.0,499.0,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-11,AVOID,-0.2,0.0,-1.0,0.0,126.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-11,WATCH,0.52,0.8,1.0,0.0,43.7,43.7,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-12,AVOID,-0.1,0.0,-0.5,0.0,102.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-05-12,AVOID,-0.1,0.0,-0.5,0.0,496.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2412,2023-05-12,AVOID,-0.2,0.0,-1.0,0.0,125.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-15,AVOID,-0.1,0.0,-0.5,0.0,102.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-15,AVOID,-0.1,0.0,-0.5,0.0,495.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-15,AVOID,-0.2,0.0,-1.0,0.0,125.5,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-15,WAIT,0.1,0.0,0.5,0.0,680.0,672.35,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-15,WAIT,0.1,0.0,0.5,0.0,43.35,42.82,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-16,AVOID,-0.2,0.0,-1.0,0.0,102.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-16,AVOID,-0.1,0.0,-0.5,0.0,505.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-16,AVOID,-0.2,0.0,-1.0,0.0,126.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-16,WAIT,0.1,0.0,0.5,0.0,680.0,670.9,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-17,AVOID,-0.1,0.0,-0.5,0.0,102.5,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-17,WATCH,0.52,0.8,1.0,0.0,519.0,519.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-17,WAIT,0.2,0.0,1.0,0.0,127.0,126.03,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-17,WAIT,0.2,0.0,1.0,0.0,685.0,670.75,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-17,WAIT,0.26,0.4,0.5,0.0,43.95,43.95,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-18,AVOID,-0.1,0.0,-0.5,0.0,103.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-18,WATCH,0.52,0.8,1.0,0.0,530.0,530.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-18,WAIT,0.2,0.0,1.0,0.0,126.5,126.12,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-18,WAIT,0.26,0.4,0.5,0.0,689.0,689.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-18,WAIT,0.26,0.4,0.5,0.0,44.4,44.4,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-19,WAIT,0.1,0.0,0.5,0.0,103.0,103.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-19,WATCH,0.36,0.4,1.0,0.0,532.0,532.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-19,WATCH,0.36,0.4,1.0,0.0,127.5,127.5,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-19,WATCH,0.36,0.4,1.0,0.0,698.0,698.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-19,WATCH,0.52,0.8,1.0,0.0,45.15,45.15,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-22,WAIT,0.1,0.0,0.5,0.0,103.0,103.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-22,WAIT,0.2,0.0,1.0,0.0,531.0,505.57,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-22,WAIT,0.1,0.0,0.5,0.0,125.5,123.06,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-22,WATCH,0.36,0.4,1.0,0.0,705.0,705.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-22,WAIT,0.2,0.0,1.0,0.0,45.15,43.2,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-23,WAIT,0.2,0.0,1.0,0.0,102.5,102.5,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-23,WAIT,0.2,0.0,1.0,0.0,530.0,506.73,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-23,WAIT,0.2,0.0,1.0,0.0,126.5,126.25,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-23,WATCH,0.36,0.4,1.0,0.0,716.0,716.0,breakout without volume confirmation; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-23,WAIT,0.2,0.0,1.0,0.0,44.8,43.3,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-05-24,WAIT,0.2,0.0,1.0,0.0,103.0,103.0,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-24,WAIT,0.2,0.0,1.0,0.0,525.0,508.07,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-24,WAIT,0.14,0.0,0.7,0.0,126.5,126.28,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-24,WAIT,0.2,0.0,1.0,0.0,711.0,679.75,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-24,WAIT,0.2,0.0,1.0,0.0,44.8,43.41,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2330,2023-05-25,WATCH,0.52,0.8,1.0,0.0,543.0,543.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-25,WATCH,0.52,0.8,1.0,0.0,128.0,128.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-25,WAIT,0.2,0.0,1.0,0.0,708.0,682.7,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-25,WAIT,0.14,0.0,0.7,0.0,44.05,43.5,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2330,2023-05-26,STRONG BUY,0.6,1.0,1.0,0.0,566.0,566.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-26,WATCH,0.42,0.8,0.5,0.0,730.0,730.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-05-26,AVOID,-0.1,0.0,-0.5,0.0,43.9,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2330,2023-05-29,WATCH,0.52,0.8,1.0,0.0,568.0,568.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2454,2023-05-29,WATCH,0.32,0.8,0.0,0.0,738.0,738.0,breakout confirmed with volume; margin trend neutral; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-30,WAIT,0.18,0.8,-0.7,0.0,107.0,107.0,breakout confirmed with volume; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-30,WAIT,0.2,0.0,1.0,0.0,566.0,520.83,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-30,AVOID,-0.2,0.0,-1.0,0.0,125.5,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-30,WATCH,0.42,0.8,0.5,0.0,763.0,763.0,breakout confirmed with volume; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-05-31,WAIT,0.1,0.0,0.5,0.0,106.5,104.03,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-05-31,WAIT,0.2,0.0,1.0,0.0,558.0,523.92,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-05-31,AVOID,-0.1,0.0,-0.5,0.0,126.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-05-31,WAIT,0.2,0.0,1.0,0.0,759.0,698.3,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-06-01,WAIT,0.16,0.4,0.0,0.0,108.0,108.0,breakout without volume confirmation; margin trend neutral; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-06-01,WAIT,0.1,0.0,0.5,0.0,551.0,526.58,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-06-01,AVOID,-0.2,0.0,-1.0,0.0,125.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-06-01,WAIT,0.1,0.0,0.5,0.0,748.0,702.3,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2317,2023-06-02,WAIT,0.1,0.0,0.5,0.0,108.0,104.33,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-06-02,AVOID,-0.1,0.0,-0.5,0.0,562.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-06-02,AVOID,-0.2,0.0,-1.0,0.0,125.5,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2454,2023-06-02,WAIT,0.2,0.0,1.0,0.0,751.0,706.1,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2882,2023-06-02,WAIT,0.1,0.0,0.5,0.0,44.45,44.05,breakout inactive; margin trend positive; no active Davis signal; EPS improving; valuation elevated (PE > 30)
2317,2023-06-05,WAIT,0.2,0.0,1.0,0.0,107.5,104.45,breakout inactive; margin trend positive; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2330,2023-06-05,AVOID,-0.2,0.0,-1.0,0.0,555.0,,breakout inactive; margin trend negative; no active Davis signal; EPS declining; valuation elevated (PE > 30)
2412,2023-06-05,AVOID,-0.2,0.0,-1.0,0.0,125.0,,breakout inactive; margin trend negative; no active Davis signal; EPS improving; valuation elevated (PE > 30)
